city,year,air_quality_rating
Alghero,2014,Moderate
Alghero,2018,Moderate
Alghero,2019,Moderate
Alghero,2020,Moderate
Alghero,2021,Moderate
Algiers,2019,Moderate
Algueirao-mem martins,2013,Moderate
Ali,2017,Moderate
Ali,2018,Moderate
Ali subah al salem,2014,Moderate
Ali subah al-salem,2014,Moderate
Ali subah al-salem,2015,Moderate
Ali subah al-salem,2016,Moderate
Aliartos,2013,Moderate
Alicante/Alacant,2013,Good
Alicante/Alacant,2014,Moderate
Alicante/Alacant,2015,Good
Alicante/Alacant,2016,Good
Alicante/Alacant,2017,Good
Alicante/Alacant,2018,Good
Alicante/Alacant,2019,Good
Alicante/Alacant,2020,Moderate
Alicante/Alacant,2021,Good
Alicante/alacant,2010,Moderate
Alingsås,2016,Moderate
Alingsås,2017,Moderate
Alipurduar,2020,Moderate
Allahabad,2011,Moderate
Allahabad,2012,Moderate
Allahabad,2013,Moderate
Allahabad,2014,Moderate
Allahabad,2015,Moderate
Allahabad,2020,Moderate
Allenbach,2013,Moderate
Allenbach,2014,Moderate
Allenbach,2015,Moderate
Allenbach,2016,Moderate
Allenbach,2017,Moderate
Allenbach,2018,Moderate
Allenbach,2019,Moderate
Allenbach,2020,Moderate
Allenbach,2021,Moderate
"Allentown-Bethlehem-Easton, PA-NJ",2010,Moderate
"Allentown-Bethlehem-Easton, PA-NJ",2011,Moderate
"Allentown-Bethlehem-Easton, PA-NJ",2012,Good
"Allentown-Bethlehem-Easton, PA-NJ",2013,Good
"Allentown-Bethlehem-Easton, PA-NJ",2014,Good
"Allentown-Bethlehem-Easton, PA-NJ",2015,Good
"Allentown-Bethlehem-Easton, PA-NJ",2016,Good
"Allentown-Bethlehem-Easton, PA-NJ",2017,Good
"Allentown-Bethlehem-Easton, PA-NJ",2018,Good
"Allentown-Bethlehem-Easton, PA-NJ",2019,Good
"Allentown-Bethlehem-Easton, PA-NJ",2020,Good
"Allentown-Bethlehem-Easton, PA-NJ",2021,Good
Allon shevut,2016,Moderate
Allon shevut,2017,Moderate
Allon shevut,2018,Moderate
Allon shevut,2019,Moderate
Allon shevut,2020,Moderate
Allon shevut,2021,Moderate
Allumiere,2010,Moderate
Allumiere,2013,Moderate
Allumiere,2014,Moderate
Allumiere,2015,Moderate
Allumiere,2016,Moderate
Allumiere,2017,Moderate
Allumiere,2018,Good
Allumiere,2019,Good
Allumiere,2020,Good
Allumiere,2021,Good
Almada,2013,Moderate
"Almada, aml sul",2010,Moderate
Almassora,2013,Good
Almazora/almassora,2010,Moderate
Almeria,2010,Moderate
Almeria,2013,Moderate
Almería,2013,Moderate
Almería,2014,Moderate
Almería,2015,Moderate
Almería,2016,Moderate
Almería,2017,Moderate
Almería,2018,Moderate
Almería,2019,Moderate
Almería,2020,Moderate
Almería,2021,Moderate
Almonte,2010,Moderate
Almonte,2013,Moderate
Alpe devero,2013,Moderate
Alsfeld,2018,Moderate
Alsfeld,2019,Moderate
Alsfeld,2020,Moderate
Alsfeld,2021,Moderate
Alt zauche-wusswerk,2010,Moderate
Altamura,2010,Moderate
Altamura,2013,Moderate
Altamura,2014,Moderate
Altamura,2015,Moderate
Altamura,2016,Moderate
Altamura,2017,Moderate
Altamura,2018,Moderate
Altamura,2019,Moderate
Altamura,2020,Moderate
Altamura,2021,Moderate
Altay,2015,Moderate
Altay,2016,Moderate
Altay,2017,Moderate
Altay,2018,Moderate
Altdorf,2011,Moderate
Altdorf,2012,Moderate
Altdorf,2013,Moderate
Altdorf,2014,Moderate
Altdorf,2015,Moderate
Altdorf,2016,Moderate
Altdorf,2017,Moderate
Altdorf,2018,Moderate
Altdorf,2019,Moderate
Altdorf,2020,Moderate
Altdorf,2021,Moderate
Altenberg,2013,Moderate
Altenberg,2014,Moderate
Altenberg,2015,Moderate
Altenberg,2016,Moderate
Altenberg,2017,Moderate
Altenberg,2018,Moderate
Altenberg,2019,Moderate
Altenberg,2020,Moderate
Altenberg,2021,Moderate
Altenburg,2010,Moderate
Altenburg,2013,Moderate
Altenburg,2014,Moderate
Altenburg,2015,Moderate
Altenburg,2016,Moderate
Altenburg,2017,Moderate
Altenburg,2018,Moderate
Altenburg,2019,Good
Altenburg,2020,Moderate
Altenburg,2021,Good
Altinordu,2015,Moderate
Altinordu,2016,Moderate
Altinordu,2017,Moderate
Altinordu,2018,Moderate
Altinordu,2019,Moderate
Altinordu,2020,Moderate
Altinova,2015,Moderate
Altinova,2016,Moderate
Altinova,2017,Moderate
Altinova,2018,Moderate
Altinova,2019,Moderate
Altinova,2020,Moderate
Altnagelberg,2013,Moderate
Altnagelberg,2014,Moderate
Altnagelberg,2015,Moderate
Altnagelberg,2016,Moderate
Altnagelberg,2017,Moderate
Altnagelberg,2018,Moderate
Altnagelberg,2019,Moderate
Altnagelberg,2020,Moderate
Altnagelberg,2021,Moderate
"Altoona, PA",2011,Moderate
"Altoona, PA",2012,Moderate
"Altoona, PA",2013,Moderate
"Altoona, PA",2014,Moderate
"Altoona, PA",2015,Moderate
"Altoona, PA",2016,Moderate
"Altoona, PA",2017,Moderate
"Altoona, PA",2018,Moderate
"Altoona, PA",2019,Moderate
"Altoona, PA",2020,Moderate
"Altoona, PA",2021,Moderate
Altsasu,2013,Moderate
Altsasu,2014,Moderate
Altsasu,2015,Moderate
Altsasu,2016,Moderate
Altsasu,2017,Moderate
Altsasu,2018,Moderate
Altsasu,2019,Moderate
Altsasu,2020,Moderate
Altsasu,2021,Moderate
Alvaro obregon,2010,Moderate
Alvaro obregon,2011,Moderate
Alvaro obregon,2012,Moderate
Alvaro obregon,2013,Moderate
Alvaro obregon,2014,Moderate
Alvaro obregon,2015,Moderate
Alvesta,2013,Moderate
Alvesta,2018,Good
Alwar,2011,Moderate
Alwar,2012,Moderate
Alwar,2013,Moderate
Alwar,2014,Moderate
Alwar,2015,Moderate
Alwar,2020,Moderate
Alxa,2017,Moderate
Alxa,2018,Moderate
Alxa Leagure,2020,Moderate
Alzira,2010,Moderate
Alzira,2012,Moderate
Alzira,2013,Moderate
Alzira,2014,Moderate
Alzira,2015,Moderate
Alzira,2016,Moderate
Alzira,2017,Moderate
Alzira,2018,Moderate
Alzira,2019,Moderate
Alzira,2020,Moderate
Alzira,2021,Moderate
Alíartos,2013,Moderate
Alíartos,2014,Moderate
Alíartos,2015,Moderate
Alíartos,2016,Moderate
Alíartos,2017,Moderate
Alíartos,2018,Moderate
Alíartos,2019,Moderate
Alíartos,2020,Moderate
Alíartos,2021,Moderate
Alíartos,2022,Moderate
Am rechen,2013,Moderate
"Amadora, aml norte",2010,Moderate
Amaravati,2017,Moderate
Amaroussio,2010,Moderate
Amasya,2010,Moderate
Amasya,2015,Moderate
Amasya,2016,Poor
Amasya,2017,Poor
Amasya,2018,Poor
Amasya,2019,Poor
Amasya,2020,Poor
Ambato,2012,Moderate
Ambernath,2012,Moderate
Ambernath,2013,Moderate
Ambernath,2014,Moderate
Ambernath,2015,Moderate
Ambernath,2020,Moderate
Ambes,2010,Moderate
Ambès,2013,Moderate
Ambès,2014,Moderate
Ambès,2015,Moderate
Ambès,2016,Moderate
Ambès,2017,Moderate
Ambès,2018,Moderate
Ambès,2019,Moderate
Ambès,2020,Moderate
Ambès,2021,Moderate
Amelia,2013,Moderate
Amelia,2014,Moderate
Amelia,2015,Moderate
Amelia,2016,Moderate
Amelia,2017,Moderate
Amelia,2018,Moderate
Amelia,2019,Moderate
Amelia,2020,Moderate
Amelia,2021,Moderate
Americana,2011,Moderate
Americana,2012,Moderate
Americana,2013,Moderate
Americana,2014,Moderate
Americana,2016,Moderate
Americana,2019,Moderate
Ametlla de mar (l'),2010,Moderate
Amiens,2010,Moderate
Amiens,2013,Moderate
Amiens,2014,Moderate
Amiens,2015,Moderate
Amiens,2016,Moderate
Amiens,2017,Moderate
Amiens,2018,Moderate
Amiens,2019,Moderate
Amiens,2020,Good
Amiens,2021,Moderate
Amlach,2013,Moderate
Amlach,2014,Moderate
Amlach,2015,Moderate
Amlach,2016,Moderate
Amlach,2017,Moderate
Amlach,2018,Moderate
Amlach,2019,Moderate
Amlach,2020,Moderate
Amlach,2021,Moderate
Amlai,2015,Moderate
Amlai,2020,Moderate
Amman,2015,Moderate
Amman,2016,Moderate
Amman,2017,Moderate
Amman,2018,Moderate
Amman,2019,Moderate
Amman,2020,Moderate
Amman,2021,Moderate
Ammiqam,2016,Moderate
Ammiqam,2017,Moderate
Ammiqam,2018,Moderate
Ammiqam,2019,Moderate
Ammiqam,2020,Moderate
Amona,2011,Moderate
Amona,2013,Moderate
Amona,2020,Moderate
Amorebieta,2021,Moderate
Amposta,2010,Moderate
Amposta,2013,Moderate
Amposta,2014,Moderate
Amposta,2015,Moderate
Amposta,2016,Moderate
Amposta,2017,Moderate
Amposta,2018,Moderate
Amposta,2019,Moderate
Amposta,2020,Moderate
Amposta,2021,Moderate
Amravati,2011,Moderate
Amravati,2012,Moderate
Amravati,2013,Moderate
Amravati,2014,Moderate
Amravati,2015,Moderate
Amravati,2019,Moderate
Amravati,2020,Moderate
Amritsar,2011,Moderate
Amritsar,2012,Moderate
Amritsar,2013,Moderate
Amritsar,2014,Moderate
Amritsar,2015,Moderate
Amritsar,2017,Moderate
Amritsar,2020,Moderate
Amsterdam,2010,Moderate
Amsterdam,2013,Moderate
Amsterdam-zuidoost,2013,Moderate
Amstetten,2010,Moderate
Amstetten,2013,Moderate
Amstetten,2014,Moderate
Amstetten,2015,Moderate
Amstetten,2016,Moderate
Amstetten,2017,Moderate
Amstetten,2018,Moderate
Amstetten,2019,Moderate
Amstetten,2020,Good
Amstetten,2021,Moderate
Amtala,2020,Moderate
Anagni,2010,Moderate
Anagni,2013,Moderate
Anagni,2014,Moderate
Anagni,2015,Moderate
Anagni,2016,Moderate
Anagni,2017,Moderate
Anagni,2018,Moderate
Anagni,2019,Moderate
Anagni,2020,Moderate
Anagni,2021,Moderate
Anantapur,2020,Moderate
Ananthapur,2013,Moderate
Ananthapur,2014,Moderate
Ananthapur,2015,Moderate
Anatolikó,2020,Moderate
Anatolikó,2021,Moderate
"Anchorage, AK",2010,Moderate
"Anchorage, AK",2011,Moderate
"Anchorage, AK",2012,Moderate
"Anchorage, AK",2013,Moderate
"Anchorage, AK",2014,Moderate
"Anchorage, AK",2015,Moderate
"Anchorage, AK",2016,Moderate
"Anchorage, AK",2017,Moderate
"Anchorage, AK",2018,Moderate
"Anchorage, AK",2019,Moderate
"Anchorage, AK",2020,Moderate
"Anchorage, AK",2021,Moderate
Anci qu,2018,Moderate
Anci qu,2019,Moderate
Ancona,2010,Poor
Ancona,2014,Moderate
Ancona,2015,Moderate
Ancona,2016,Moderate
Ancona,2017,Moderate
Ancona,2018,Moderate
Ancona,2019,Moderate
Ancona,2020,Moderate
Ancona,2021,Moderate
Andacollo,2013,Moderate
Andacollo,2014,Moderate
Andacollo,2015,Moderate
Andacollo,2016,Moderate
Andacollo,2019,Moderate
Andechs,2010,Moderate
Andechs,2013,Good
Andechs,2014,Good
Andechs,2015,Good
Andechs,2016,Good
Andechs,2017,Good
Andechs,2018,Moderate
Andechs,2019,Good
Andechs,2020,Good
Andechs,2021,Good
Andenne,2010,Moderate
Andenne,2013,Moderate
Anding qu,2015,Moderate
Anding qu,2016,Moderate
Anding qu,2018,Moderate
Anding qu,2019,Moderate
Andoain,2021,Good
Andong,2019,Moderate
Andria,2010,Moderate
Andria,2013,Moderate
Andria,2014,Moderate
Andria,2015,Moderate
Andria,2016,Moderate
Andria,2017,Moderate
Andria,2018,Moderate
Andria,2019,Moderate
Andria,2020,Moderate
Andria,2021,Moderate
Angadpur,2011,Moderate
Angaragadia,2012,Moderate
Angaragadia,2014,Moderate
Angers,2010,Moderate
Angers,2013,Moderate
Angers,2014,Moderate
Angers,2015,Moderate
Angers,2016,Moderate
Angers,2017,Moderate
Angers,2018,Good
Angers,2019,Good
Angers,2020,Good
Angers,2021,Good
Anglet,2010,Moderate
Angouleme,2010,Moderate
Angoulême,2013,Moderate
Angoulême,2014,Moderate
Angoulême,2015,Moderate
Angoulême,2016,Good
Angoulême,2017,Good
Angoulême,2018,Good
Angoulême,2019,Good
Angoulême,2020,Good
Angoulême,2021,Good
Angul,2012,Moderate
Angul,2013,Moderate
Angul,2014,Moderate
Angul,2020,Moderate
Anieres,2010,Moderate
Anières,2011,Moderate
Anières,2012,Moderate
Ankang,2017,Moderate
Ankang,2018,Moderate
Ankang,2020,Moderate
Ankang shi,2018,Moderate
Ankang shi,2019,Moderate
Ankara,2010,Moderate
Ankara,2015,Poor
Ankara,2016,Poor
Ankara,2017,Poor
Ankara,2018,Poor
Ankara,2019,Poor
Ankara,2020,Poor
Ankleshwar,2011,Moderate
Ankleshwar,2012,Moderate
Ankleshwar,2013,Moderate
Ankleshwar,2019,Moderate
Anklesvar,2012,Moderate
Anklesvar,2020,Moderate
"Ann Arbor, MI",2010,Moderate
"Ann Arbor, MI",2011,Moderate
"Ann Arbor, MI",2012,Moderate
"Ann Arbor, MI",2013,Moderate
"Ann Arbor, MI",2014,Moderate
"Ann Arbor, MI",2015,Moderate
"Ann Arbor, MI",2016,Moderate
"Ann Arbor, MI",2017,Moderate
"Ann Arbor, MI",2018,Moderate
"Ann Arbor, MI",2019,Moderate
"Ann Arbor, MI",2020,Moderate
"Ann Arbor, MI",2021,Moderate
Annaberg-Buchholz,2013,Moderate
Annaberg-Buchholz,2014,Moderate
Annaberg-Buchholz,2015,Moderate
Annaberg-Buchholz,2016,Moderate
Annaberg-Buchholz,2017,Moderate
Annaberg-Buchholz,2018,Moderate
Annaberg-Buchholz,2019,Moderate
Annaberg-Buchholz,2020,Moderate
Annaberg-Buchholz,2021,Good
Annaberg-buchholz,2010,Moderate
Annaberg-buchholz,2013,Moderate
Annecy,2010,Moderate
Annecy,2013,Moderate
Annecy,2014,Moderate
Annecy,2015,Moderate
Annecy,2016,Moderate
Annecy,2017,Moderate
Annecy,2018,Moderate
Annecy,2019,Good
Annecy,2020,Good
Annecy,2021,Good
Annemasse,2010,Moderate
Annemasse,2013,Moderate
Annemasse,2014,Moderate
Annemasse,2015,Moderate
Annemasse,2016,Moderate
Annemasse,2017,Moderate
Annemasse,2018,Moderate
Annemasse,2019,Good
Annemasse,2020,Good
Annemasse,2021,Good
Anning district,2018,Moderate
Anning district,2019,Moderate
Annonay,2016,Moderate
Annonay,2017,Moderate
Ano liosia,2010,Moderate
Ano liosia,2013,Moderate
Anpara,2011,Moderate
Anpara,2012,Moderate
Anpara,2013,Moderate
Anpara,2014,Moderate
Anpara,2015,Moderate
Anpara,2020,Moderate
Anqing,2016,Moderate
Anqing,2017,Moderate
Anqing,2018,Moderate
Anqing,2020,Moderate
Anqing shi,2015,Moderate
Anqing shi,2016,Moderate
Ansbach,2010,Moderate
Ansbach,2013,Moderate
Ansbach,2014,Moderate
Ansbach,2015,Moderate
Ansbach,2016,Moderate
Ansbach,2017,Moderate
Ansbach,2018,Moderate
Ansbach,2019,Moderate
Ansbach,2020,Good
Ansbach,2021,Good
Anshan,2014,Moderate
Anshan,2015,Moderate
Anshan,2016,Moderate
Anshan,2017,Moderate
Anshan,2018,Moderate
Anshan,2020,Moderate
Anshun,2016,Moderate
Anshun,2020,Moderate
Anshun shi,2015,Moderate
Anshun shi,2016,Moderate
Anshun shi,2018,Moderate
Anshun shi,2019,Moderate
Ansun,2017,Moderate
Antakya,2015,Moderate
Antakya,2016,Moderate
Antakya,2017,Moderate
Antakya,2018,Moderate
Antakya,2019,Moderate
Antalya,2010,Moderate
Antalya,2015,Moderate
Antalya,2016,Moderate
Antalya,2017,Moderate
Antalya,2018,Moderate
Antalya,2019,Moderate
Antananarivo,2015,Moderate
Antananarivo,2017,Moderate
Antananarivo,2019,Moderate
Antananarivo,2020,Moderate
Antibes,2010,Moderate
Antigua,2013,Moderate
Antigua,2014,Moderate
Antigua,2015,Moderate
Antigua,2016,Moderate
Antigua,2017,Moderate
Antigua,2018,Moderate
Antigua,2019,Moderate
Antigua,2020,Moderate
Antigua,2021,Moderate
Antofagasta,2014,Moderate
Antofagasta,2015,Moderate
Antofagasta,2016,Moderate
Antofagasta,2019,Moderate
Antwerpen,2010,Moderate
Antwerpen,2013,Moderate
Antwerpen,2014,Moderate
Antwerpen,2015,Moderate
Antwerpen,2016,Moderate
Antwerpen,2017,Moderate
Antwerpen,2018,Moderate
Antwerpen,2019,Moderate
Antwerpen,2020,Moderate
Anyang,2010,Moderate
Anyang,2011,Moderate
Anyang,2012,Moderate
Anyang,2013,Moderate
Anyang,2014,Moderate
Anyang,2015,Moderate
Anyang,2016,Moderate
Anyang,2017,Moderate
Anyang,2018,Moderate
Anyang,2019,Moderate
Anyang,2020,Moderate
Anyang xian,2018,Moderate
Anyang xian,2019,Moderate
Anyuan qu,2015,Moderate
Anyuan qu,2016,Moderate
Anyuan qu,2018,Moderate
Anyuan qu,2019,Moderate
Anzac,2015,Moderate
Anzac,2016,Moderate
Anzac,2017,Moderate
Anzac,2018,Moderate
Anzac,2019,Moderate
Anzac,2020,Moderate
Anzegem,2010,Moderate
Aosta,2010,Moderate
Aosta,2013,Moderate
Aosta,2015,Moderate
Aosta,2016,Moderate
Aosta,2017,Moderate
Aosta,2018,Moderate
Aosta,2019,Moderate
Aosta,2020,Moderate
Aosta,2021,Moderate
Aosta,2022,Moderate
Apeldoorn,2013,Moderate
"Appleton, WI",2010,Moderate
"Appleton, WI",2011,Moderate
"Appleton, WI",2012,Moderate
"Appleton, WI",2013,Moderate
"Appleton, WI",2014,Moderate
"Appleton, WI",2015,Moderate
"Appleton, WI",2016,Moderate
"Appleton, WI",2017,Moderate
"Appleton, WI",2018,Moderate
"Appleton, WI",2019,Moderate
"Appleton, WI",2020,Moderate
"Appleton, WI",2021,Moderate
Aprilia,2010,Moderate
Aprilia,2013,Moderate
Aprilia,2014,Moderate
Aprilia,2015,Moderate
Aprilia,2016,Moderate
Aprilia,2017,Moderate
Aprilia,2018,Moderate
Aprilia,2019,Moderate
Aprilia,2020,Moderate
Aprilia,2021,Moderate
Aqaba,2017,Moderate
Aqaba,2018,Moderate
Aqaba,2019,Moderate
Aracatuba,2012,Moderate
Aracatuba,2013,Moderate
Aracatuba,2014,Moderate
Aracatuba,2015,Moderate
Aracatuba,2016,Moderate
Aracatuba,2018,Moderate
Aracatuba,2019,Moderate
Arad,2010,Moderate
Arad,2013,Moderate
Arad,2014,Moderate
Arad,2015,Moderate
Arad,2016,Moderate
Arad,2017,Moderate
Arad,2018,Moderate
Arad,2019,Moderate
Arad,2020,Moderate
Arad,2021,Moderate
Arad,2022,Moderate
Arafo,2010,Good
Arafo,2013,Moderate
Arafo,2014,Good
Arafo,2015,Moderate
Arafo,2016,Moderate
Arafo,2017,Moderate
Arafo,2018,Moderate
Arafo,2019,Moderate
Arafo,2020,Moderate
Arafo,2021,Moderate
Araimile,2011,Moderate
Araimile,2012,Moderate
Araimile,2013,Moderate
Araimile,2014,Moderate
Araimile,2015,Moderate
Arak,2010,Moderate
Arak,2011,Moderate
Arak,2012,Moderate
Arak,2016,Moderate
Arak,2018,Moderate
Arak,2019,Moderate
Arak,2020,Moderate
Aralik,2018,Moderate
Aralik,2019,Moderate
Aralik,2020,Moderate
Aranda de Duero,2013,Moderate
Aranda de Duero,2014,Moderate
Aranda de Duero,2015,Moderate
Aranda de Duero,2016,Moderate
Aranda de Duero,2017,Moderate
Aranda de Duero,2018,Moderate
Aranda de Duero,2019,Moderate
Aranda de Duero,2020,Moderate
Aranda de Duero,2021,Moderate
Aranda de duero,2010,Moderate
Aranda de duero,2013,Moderate
Aranjuez,2010,Moderate
Aranjuez,2013,Moderate
Aranjuez,2014,Moderate
Aranjuez,2015,Moderate
Aranjuez,2016,Moderate
Aranjuez,2017,Moderate
Aranjuez,2018,Moderate
Aranjuez,2019,Moderate
Aranjuez,2020,Moderate
Aranjuez,2021,Moderate
Araraquara,2010,Moderate
Araraquara,2011,Moderate
Araraquara,2012,Moderate
Araraquara,2013,Moderate
Araraquara,2014,Moderate
Araraquara,2015,Moderate
Araraquara,2016,Moderate
Araraquara,2018,Moderate
Araraquara,2019,Moderate
Araucaria,2010,Moderate
Araucaria,2011,Moderate
Araucaria,2012,Moderate
Araucaria,2013,Moderate
Araucaria,2014,Moderate
Araucaria,2015,Moderate
Araucaria,2019,Moderate
Arbon,2011,Moderate
Arbon,2013,Moderate
Arcachon,2010,Moderate
Arcevia,2014,Good
Arcevia,2015,Moderate
Arcevia,2016,Good
Arcevia,2017,Good
Arcevia,2018,Moderate
Arcevia,2019,Moderate
Arcevia,2020,Moderate
Arcevia,2021,Good
Archi,2015,Moderate
Archi,2016,Moderate
Archi,2017,Moderate
Archi,2018,Moderate
Archi,2019,Moderate
Archi,2020,Moderate
Archi,2021,Moderate
Arconate,2010,Moderate
Arconate,2013,Moderate
Arconate,2014,Moderate
Arconate,2015,Moderate
Arconate,2016,Moderate
Arconate,2017,Moderate
Arconate,2018,Moderate
Arconate,2019,Moderate
Arconate,2020,Moderate
Arconate,2021,Moderate
Arcos de la Frontera,2014,Moderate
Arcos de la Frontera,2015,Moderate
Arcos de la Frontera,2016,Moderate
Arcos de la Frontera,2017,Moderate
Arcos de la Frontera,2019,Moderate
Arcos de la Frontera,2020,Moderate
Arcos de la Frontera,2021,Moderate
Arcos de la frontera,2010,Moderate
Ardahan,2010,Moderate
Ardahan,2015,Moderate
Ardahan,2016,Moderate
Ardahan,2017,Moderate
Ardahan,2018,Moderate
Ardahan,2019,Moderate
Ardahan,2020,Moderate
Ardesen,2018,Moderate
Ardesen,2019,Moderate
Ardesen,2020,Moderate
Ardrossan,2016,Moderate
Ardrossan,2017,Moderate
Ardrossan,2019,Moderate
Ardrossan,2020,Moderate
Area metropolitana de monterrey,2018,Moderate
Arese,2010,Moderate
Arezzo,2010,Moderate
Arezzo,2013,Moderate
Arezzo,2014,Moderate
Arezzo,2015,Moderate
Arezzo,2016,Moderate
Arezzo,2017,Moderate
Arezzo,2018,Moderate
Arezzo,2019,Moderate
Arezzo,2020,Moderate
Arezzo,2021,Moderate
Arganda,2013,Moderate
Arganda,2014,Moderate
Arganda,2015,Moderate
Arganda,2016,Moderate
Arganda,2017,Moderate
Arganda,2018,Moderate
Arganda,2019,Moderate
Arganda,2020,Moderate
Arganda,2021,Moderate
Arganda del rey,2010,Moderate
Arganda del rey,2013,Moderate
Argenta,2013,Moderate
Argenteuil,2010,Moderate
Arguedas,2010,Moderate
Arhus,2010,Moderate
Ari'el,2016,Moderate
Ari'el,2017,Moderate
Ari'el,2018,Moderate
Ari'el,2019,Moderate
Ari'el,2020,Moderate
Ari'el,2021,Moderate
Ariano Irpino-Martiri,2017,Moderate
Ariano Irpino-Martiri,2018,Moderate
Ariano Irpino-Martiri,2019,Moderate
Ariano Irpino-Martiri,2020,Moderate
Ariano Irpino-Martiri,2021,Moderate
Arica,2014,Moderate
Arica,2015,Moderate
Arica,2016,Moderate
Arica,2019,Moderate
Arico,2010,Moderate
Ariköy,2019,Moderate
Ariköy,2020,Moderate
Arles,2010,Moderate
Arles,2013,Moderate
Arles,2014,Moderate
Arles,2015,Moderate
Arles,2016,Moderate
Arles,2017,Moderate
Arles,2018,Moderate
Arles,2019,Moderate
Arles,2020,Moderate
Arles,2021,Moderate
Arl¶v,2010,Moderate
Arlöv,2014,Moderate
Arlöv,2015,Moderate
Arlöv,2016,Good
Arlöv,2017,Good
Arlöv,2018,Good
Arlöv,2019,Moderate
Arlöv,2020,Moderate
Arlöv,2021,Moderate
Arlöv,2022,Moderate
Armagh,2010,Moderate
Armagh,2013,Moderate
Armagh,2014,Moderate
Armagh,2015,Moderate
Armagh,2016,Moderate
Armagh,2017,Moderate
Armagh,2018,Moderate
Armagh,2019,Moderate
"Armagh City, Banbridge and Craigavon",2020,Moderate
Armenia,2014,Moderate
Armentieres,2010,Moderate
Armentières,2013,Moderate
Armentières,2014,Moderate
Armentières,2015,Moderate
Armentières,2016,Moderate
Armidale,2019,Moderate
Armutlu,2015,Moderate
Armutlu,2016,Moderate
Armutlu,2017,Moderate
Armutlu,2018,Moderate
Armutlu,2019,Moderate
Armutlu,2020,Moderate
Arnavutköy,2019,Moderate
Arnavutköy,2020,Moderate
Arnesano,2010,Moderate
Arnoldstein,2010,Moderate
Arnoldstein,2013,Moderate
Arona,2010,Moderate
Arona,2013,Moderate
Arona,2014,Moderate
Arona,2015,Moderate
Arona,2016,Moderate
Arona,2017,Moderate
Arona,2018,Moderate
Arona,2019,Moderate
Arona,2020,Moderate
Arona,2021,Moderate
Aroneanu,2013,Moderate
Aroneanu,2014,Moderate
Aroneanu,2015,Moderate
Aroneanu,2016,Moderate
Aroneanu,2017,Moderate
Aroneanu,2018,Moderate
Aroneanu,2019,Moderate
Aroneanu,2021,Moderate
Aroneanu,2022,Moderate
Arras,2013,Moderate
Arras,2014,Moderate
Arras,2015,Moderate
Arras,2016,Moderate
Arras,2017,Moderate
Arras,2018,Moderate
Arras,2019,Moderate
Arras,2020,Moderate
Arras,2021,Moderate
Arrasate,2013,Moderate
Arrasate / Mondragón,2013,Moderate
Arrasate / Mondragón,2014,Moderate
Arrasate / Mondragón,2015,Moderate
Arrasate / Mondragón,2016,Moderate
Arrasate / Mondragón,2017,Moderate
Arrasate / Mondragón,2018,Moderate
Arrasate / Mondragón,2019,Moderate
Arrasate / Mondragón,2020,Moderate
Arrasate / Mondragón,2021,Moderate
Arrasate o mondragon,2010,Moderate
Arrecife,2010,Moderate
Arrecife,2013,Moderate
Arrecife,2014,Moderate
Arrecife,2015,Moderate
Arrecife,2016,Moderate
Arrecife,2017,Moderate
Arrecife,2018,Moderate
Arrecife,2019,Moderate
Arrecife,2020,Moderate
Arrecife,2021,Moderate
Arrest,2013,Moderate
Arrest,2014,Moderate
Arrest,2015,Moderate
Arrest,2016,Moderate
Arrest,2017,Moderate
Arrest,2018,Moderate
Arrest,2019,Moderate
Arrest,2020,Moderate
Arrest,2021,Moderate
Arrigorriaga,2010,Moderate
Arrubal,2010,Moderate
Arrúbal,2013,Good
Arrúbal,2014,Good
Arrúbal,2015,Moderate
Arrúbal,2016,Moderate
Arrúbal,2017,Good
Arrúbal,2018,Good
Arrúbal,2019,Good
Arrúbal,2020,Good
Arrúbal,2021,Good
Arteixo,2010,Moderate
Arteixo,2013,Moderate
Arteixo,2014,Moderate
Arteixo,2015,Moderate
Arteixo,2016,Moderate
Arteixo,2017,Moderate
Arteixo,2018,Moderate
Arteixo,2019,Moderate
Arteixo,2020,Moderate
Arteixo,2021,Moderate
Artvin,2010,Moderate
Artvin,2015,Moderate
Artvin,2016,Moderate
Artvin,2017,Moderate
Artvin,2018,Moderate
Artvin,2019,Moderate
